toko,nama_barang,review_text,rating,clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging,sentiment_kualitas_produk,sentiment_harga,sentiment_pengiriman,sentiment_pelayanan,sentiment_performa,sentiment_packaging,text_length,word_count
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Puass bangett, sengaja baru ngasih review setelah pemakaian 1 bulan lebih dan ternyataa sampe sekarang amann bgtt!!! Super rekomendedd sii",5,puass bangett sengaja baru ngasih review setelah pemakaian bulan lebih dan ternyataa sampe sekarang amann bgtt super rekomendedd sii,0,0,0,0,0,1,0,0,0,0,0,1,132,19
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Mantapp, admin responsif",5,mantapp admin responsif,1,0,0,1,0,0,1,0,0,1,0,0,23,3
ismile-indonesia,Apple Watch Series 10 2024 GPS 42mm 46mm Alumunium Case Sport Band,Mantap terima kasih…,5,bagus terima kasih,1,0,0,0,1,0,1,0,0,0,1,0,18,3
ismile-indonesia,Apple iPhone 15 128GB 256GB 512GB Garansi Resmi,"barang terbungkus rapi, tidak ada dus yang penyok",5,barang terbungkus rapi tidak ada dus yang penyok,0,0,0,1,0,1,0,0,0,-1,0,1,48,8
ismile-indonesia,Apple iPhone 15 128GB 256GB 512GB Garansi Resmi,"barang ori, mantab",5,barang ori mantab,0,0,0,0,0,0,0,0,0,0,0,0,17,3
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,"barang terkirim aman dan sesuai request,  terimakasih",5,barang terkirim aman dan sesuai request terimakasih,0,0,0,0,0,1,0,0,0,0,0,1,51,7
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"original 
👍 dah gitu aja",5,original dah gitu aja,1,0,0,0,0,0,1,0,0,0,0,0,21,4
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,"Barang masih green peel, garansi ori, berfungsi dengan baik",5,barang masih green peel garansi ori berfungsi dengan baik,0,0,0,1,0,0,0,0,0,1,0,0,57,9
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"alhamdulillah paketnya udh sampai😊 device aman, garansi resmi Indonesia, dapat kode SA/A. rekomend sih toko ini😊",5,alhamdulillah paketnya sudah sampai device aman garansi resmi indonesia dapat kode sa a rekomend sih toko ini,0,0,0,0,0,1,0,0,0,0,0,1,109,17
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,Ingin d batalkan tapi tetap d kiirm,1,ingin d batalkan tapi tetap d kiirm,0,0,0,0,0,0,0,0,0,0,0,0,35,7
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Alhamdulillah barang sampai dengan selamat, walaupun di bungkusnya cuman pakai kantonh plastik, overall puas sama barangnya, semoga awet dan tahan lama, Aamiin🤲🏻",5,alhamdulillah barang sampai dengan selamat walaupun di bungkusnya cuman pakai kantonh plastik overall puas sama barangnya semoga awet dan tahan lambat aamiin,0,0,1,1,1,1,0,0,-1,-1,-1,1,157,22
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Mantapss sekali,5,mantapss sekali,1,0,0,0,0,0,1,0,0,0,0,0,15,2
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,"nyampe ny cepet
barang aman, mulus
bagus",5,nyampe ny cepet barang aman mulus bagus,1,0,0,0,1,1,1,0,0,0,1,1,39,7
ismile-indonesia,Ugreen Magsafe Case Classy Clear Clear-Black For iPhone 16 Series Resmi,"Mantaaappp sesuai iklan, produk pas cocok, respon cepet, cepat sampe, packing aman, terimakasih.",5,mantaaappp sesuai iklan produk pas cocok responsif cepet cepat sampe packing aman terimakasih,0,0,1,1,1,1,0,0,1,1,1,1,93,13
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Barangnya tepat, respon cepet",5,barangnya tepat responsif cepet,0,0,1,1,0,0,0,0,1,1,0,0,31,4
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,pengiriman cepat barang original bisa di andalkan,5,pengiriman cepat barang original bisa di andalkan,1,0,1,0,1,0,1,0,1,0,1,0,49,7
ismile-indonesia,Apple Watch Ultra 2 2024 49mm Black Titanium Case Ocean Band,Original and fast response. Surprisingly watch arrived safely in less than 24 hours. Kuddos to iSmile team :)),5,original and cepat response surprisingly watch arrived safely in less than hours kuddos to ismile team,1,0,1,1,1,0,1,0,1,1,1,0,102,16
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
ismile-indonesia,Apple iPhone 16 Pro Max Garansi Resmi - 256GB 512GB 1TB,"barang pas mau 2 bulan tiba"" mati,dus ada lecet dan penyok dan kondisi hp ada dent warna tidak rata dan lecet di bagian bawah dan tombol samping speaker.",1,barang pas mau bulan tiba mati dus ada lecet dan penyok dan kondisi hp ada dent warna tidak rata dan lecet di bagian bawah dan tombol samping speaker,0,0,0,1,0,1,0,0,0,-1,0,-1,149,28
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,parahhh sih,5,parahhh sih,1,0,0,0,0,0,-1,0,0,0,0,0,11,2
ismile-indonesia,Apple iPad Air M2 (Gen 6) 11 inci Wifi 128GB 256GB 512GB 1TB Garansi Resmi,"Pemesanan aman, pengemasan bagus, dan barang nya cakep",5,pemesanan aman pengemasan bagus dan barang nya cakep,1,0,0,0,1,1,1,0,0,0,1,1,52,8
ismile-indonesia,Apple iPad Air M2 (Gen 6) 11 inci Wifi 128GB 256GB 512GB 1TB Garansi Resmi,👍👍👍cepat sampainya,5,cepat sampainya,0,0,1,0,1,0,0,0,1,0,1,0,15,2
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,barang masih disegel packing aman semoga aweett awet🙌,5,barang masih disegel packing aman semoga aweett awet,0,0,0,0,0,1,0,0,0,0,0,1,52,8
ismile-indonesia,Apple iPhone 16 Pro Max Garansi Resmi - 256GB 512GB 1TB,"Pembelian ke-4 dari Toko ini. Alhamdulillah selalu amanahh 🥰 
Kalo mau lebih cepet pengirimannya bisa pilih yg non gratisongkir dan pilih ekspedisinya. Kaliini sampenya...",5,pembelian ke dari toko ini alhamdulillah selalu amanahh kalo mau lebih cepet pengirimannya bisa pilih yg non gratisongkir dan pilih ekspedisinya kaliini sampenya,0,0,0,0,0,1,0,0,0,0,0,1,161,23
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Bagus.,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 16 Pro 128GB 256GB 512GB 1TB Garansi Resmi,Dopeeee,5,dopeeee,0,0,0,0,0,0,0,0,0,0,0,0,7,1
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,"Seller respon cepat, ini beli ke dua kalinya semoga awet, kode PA/A sesuai request",5,seller responsif cepat ini beli ke dua kalinya semoga awet kode pa a sesuai request,0,0,1,1,1,0,0,0,1,1,1,0,83,15
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,"seller mantap, ini yg kedua kali sesuia harapan,, tambahan kak, kasih gratis sofcase kak, smg awet HPnya",5,seller bagus ini yg kedua kali sesuia harapan tambahan kak kasih gratis sofcase kak smg awet hpnya,1,0,0,0,1,0,1,0,0,0,1,0,98,17
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,2 kali beli di toko ini cukup puas sama pelayanannya,5,kali beli di toko ini cukup puas sama pelayanannya,0,0,0,0,0,0,0,0,0,0,0,0,50,9
ismile-indonesia,Vention Wall Charger Gan 20W PD USB C Garansi Resmi,"pengiriman cepat , penjual respon nya cepat .",5,pengiriman cepat penjual responsif nya cepat,0,0,1,1,1,0,0,0,1,1,1,0,44,6
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Amanahhh bgt bgt bgt tokonya, pake kurir dari toko langsung karna takut, tp cepet bgt langsung sampe dan aman bgt barangnya pas sampe ada ttd nota nya jg, makasih ya kaka...",5,amanahhh banget banget banget tokonya pake kurir dari toko langsung karna takut tapi cepet banget langsung sampe dan aman banget barangnya pas sampe ada ttd nota nya jg makasih ya kaka,0,0,0,0,0,1,0,0,0,0,0,1,184,31
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,mendarat dengan cepat dan selamat gacor pokoknya,5,mendarat dengan cepat dan selamat gacor pokoknya,0,0,1,0,1,0,0,0,0,0,1,0,48,7
ismile-indonesia,"Logitech Combo Touch Keyboard Case With Trackpad for Apple iPad Pro 11"" 12.9"" Garansi Resmi","Seller responsive, pengiriman cepat, bonus microsfot real ges ga tipu tipu kayak kebanyakan toko lain tanpa embel embel harus bintang 5 juga. Sukses terus",5,seller responsive pengiriman cepat bonus microsfot real ges tidak tipu tipu kayak kebanyakan toko lain tanpa embel embel harus bintang juga sukses terus,0,0,1,1,1,0,0,0,1,0,1,0,152,23
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,Mantap,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
ismile-indonesia,Apple Watch Series SE Gen 2 2023 40mm 44mm GPS Alumunium Case,bagus aman tentram,5,bagus aman tentram,1,0,0,0,1,1,1,0,0,0,1,1,18,3
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,diterima dengan baik. packing ok  konfirmasinya juga oke  Terima kasih. foto realnya lupa. yg ada aja deh. tp overall oke bgt,5,diterima dengan baik packing bagus konfirmasinya juga bagus terima kasih foto realnya lupa yg ada aja deh tapi overall bagus banget,1,0,0,1,1,0,1,0,0,1,1,0,131,21
ismile-indonesia,Apple iPad Pro M4 11 Inci 256GB 512GB,bonusnya belakangan. Thanks ya. mohon maaf agak emosi 🙏🏼,4,bonusnya belakangan thanks ya mohon maaf agak emosi,0,0,0,0,0,0,0,0,0,0,0,0,51,8
ismile-indonesia,Ugreen Power Adapter Charger Type C GAN Nexode 15324 Garansi Resmi,"Barang ori, berfungsi dengan baik, mantap",5,barang ori berfungsi dengan baik bagus,1,0,0,1,1,0,1,0,0,1,1,0,38,6
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Mantap, barang sesuai dengan pesanan, pengirimaan cepat, kode sesuai dengan pesanan, best pokoknya",5,bagus barang sesuai dengan pesanan pengirimaan cepat kode sesuai dengan pesanan best pokoknya,1,0,1,0,1,0,1,0,1,0,1,0,93,13
ismile-indonesia,[ Live Exclusive ] Apple iPhone 16 Pro Max 256GB 512GB 1TB Garansi Resmi,"Toko amanah, good deal tapi sayang struk fisik pembelian/pembayaran gk dikirim",5,toko amanah good deal tapi sayang struk fisik pembelian pembayaran gk dikirim,0,0,0,0,0,1,0,0,0,0,0,1,77,12
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Barang Garansi resmi IBOX , BLI BLI Di cek IMEI AKTIF, aktivasi garansi sesuai waktu menyalakan hp , terbaca di sistem apple resmi , barang 100% original , seller amanah...",5,barang garansi resmi ibox bli bli di cek imei aktif aktivasi garansi sesuai waktu menyalakan hp terbaca di sistem apple resmi barang original seller amanah,1,0,0,0,0,1,1,0,0,0,0,1,155,25
ismile-indonesia,Apple iPhone 16 Pro Max Garansi Resmi - 256GB 512GB 1TB,admin tidak bisa diajak negosiasi,1,admin tidak bisa diajak negosiasi,0,0,0,1,0,0,0,0,0,-1,0,0,33,5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,good,5,good,0,0,0,0,0,0,0,0,0,0,0,0,4,1
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Alhamdulillah barang sampai dengan aman, sesuai permintaan. seller amanah semoga berkah terus sukses selalu. 
Buat kado ulang tahun istri 🎁 , alhamdulillah istri kelihat...",5,alhamdulillah barang sampai dengan aman sesuai permintaan seller amanah semoga berkah terus sukses selalu buat kado ulang tahun istri alhamdulillah istri kelihat,0,0,0,0,0,1,0,0,0,0,0,1,161,22
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 15 128GB Garansi Resmi,"produk sesuai pesanan ,garansi resmi",5,produk sesuai pesanan garansi resmi,0,0,0,0,0,0,0,0,0,0,0,0,35,5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,"Garansi resmi tam,Kereeen pengiriman cepat packing bagus",5,garansi resmi tam kereeen pengiriman cepat packing bagus,1,0,1,0,1,0,1,0,1,0,1,0,56,8
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,"Josss
Barang masih segel dan bubble wrap tebal sekali",5,josss barang masih segel dan bubble wrap tebal sekali,0,0,0,0,0,1,0,0,0,0,0,1,53,9
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Mantap!🔥,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
ismile-indonesia,Apple iPhone 15 Plus Garansi Resmi - 128GB 256GB 512GB,mannntaaaap,5,mannntaaaap,0,0,0,0,0,0,0,0,0,0,0,0,11,1
ismile-indonesia,Apple iPhone 15 Plus Garansi Resmi - 128GB 256GB 512GB,"Barang hilang, tidak ada tindakan dari tokopedia maupun dari pihak manapun, refund sesuai nominal, asuransi pengiriman tidak berguna",1,barang hilang tidak ada tindakan dari tokopedia maupun dari pihak manapun refund sesuai nominal asuransi pengiriman tidak berguna,0,0,0,1,0,0,0,0,0,-1,0,0,129,18
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Kondisi segel nya udah kebuka gatau ini ori apa bukan yg jelas bkn new lg,1,kondisi segel nya sudah kebuka gatau ini ori apa bukan yg jelas bkn new lg,0,0,0,0,0,0,0,0,0,0,0,0,74,15
ismile-indonesia,Apple iPad Mini 7 128GB 256GB 512GB WiFi Only Grey Blue Purple Starlight,"pembelian kedua setelah iphone di toko ini. masih sama, pelayanan maksimal, fast respon, fast delivery. thanks",5,pembelian kedua setelah iphone di toko ini masih sama pelayanan maksimal cepat responsif cepat delivery thanks,0,0,1,1,1,0,0,0,1,1,1,0,110,16
ismile-indonesia,Vention Kabel Charger USB 2.0 Type C to Lightning Fast Charging 27W PD 3A 1M 2M LALBF Resmi,Mantep lah pokonya! Barangnya bagus cepet sampe,5,mantep lah pokonya barangnya bagus cepet sampe,1,0,0,0,1,0,1,0,0,0,1,0,46,7
ismile-indonesia,Apple iPhone 15 128GB 256GB 512GB Garansi Resmi,"iPhone tiba dengan baik, pembungkus cukup tebal dan aman. Seller juga melayani dengan baik dan cepat.",5,iphone tiba dengan baik pembungkus cukup tebal dan aman seller juga melayani dengan baik dan cepat,0,0,1,1,1,1,0,0,1,1,1,1,98,16
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Sudah beberapa kali beli iphone disini. Good,5,sudah beberapa kali beli iphone disini good,0,0,0,0,0,0,0,0,0,0,0,0,43,7
ismile-indonesia,Apple iPad Mini 6 Wifi 64GB 256GB,"respon dan proses cepat 
barang sesuai deskripsi 
terima kasih atas pelayanannya yg baik, semoga sehat selalu dan semakin sukses.",5,responsif dan proses cepat barang sesuai deskripsi terima kasih atas pelayanannya yg baik semoga sehat selalu dan semakin sukses,0,0,1,1,1,0,0,0,1,1,1,0,128,19
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Barang sampai dengan baik, pengiriman cepat",5,barang sampai dengan baik pengiriman cepat,0,0,1,1,1,0,0,0,1,1,1,0,42,6
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Alhamdulillah mendarat dengan selamat, sudah 2x beli disini trusted bgt, admin nya juga fast respond. Terbaekk pokoknya",5,alhamdulillah mendarat dengan selamat sudah x beli disini trusted banget admin nya juga cepat respond terbaekk pokoknya,0,0,1,1,1,0,0,0,0,1,1,0,119,17
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,"Barang diterima dengan baik, pengiriman super cepat, Mantap 👌🏻",5,barang diterima dengan baik pengiriman super cepat bagus,1,0,1,1,1,0,1,0,1,1,1,0,56,8
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,asli ada badaknyaaaaaaaaaaa,5,asli ada badaknyaaaaaaaaaaa,1,0,0,0,0,0,1,0,0,0,0,0,27,3
ismile-indonesia,Apple Watch Series 10 2024 GPS 42mm 46mm Alumunium Case Sport Band,"Barang bagus, kemasan masih rapi. Seller responsive.",5,barang bagus kemasan masih rapi seller responsive,1,0,0,1,1,1,1,0,0,1,1,1,49,7
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Barang Bagus dan Berfungsi semestinya. Saya harap pengalaman toko ini lebih baik seterusnya.,5,barang bagus dan berfungsi semestinya saya harap pengalaman toko ini lebih baik seterusnya,1,0,1,1,1,1,1,0,-1,1,1,1,90,13
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Packing Buble wrap nya tebel banget Aman dan Rapi pakai Same Delivery Jadi Cepat Sampai deh,5,packing buble wrap nya tebel banget aman dan rapi pakai same delivery jadi cepat sampai deh,0,0,1,0,1,1,0,0,1,0,1,1,91,16
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,iphone berfungsi dengan baik,5,iphone berfungsi dengan baik,0,0,0,1,0,0,0,0,0,1,0,0,28,4
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,Good,5,good,0,0,0,0,0,0,0,0,0,0,0,0,4,1
ismile-indonesia,Apple AirPods 4 with Active Noise Cancellation,Sdh sampai dngn aman,5,sdh sampai dngn aman,0,0,0,0,0,1,0,0,0,0,0,1,20,4
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Barang sesuai dan ori
Masih tersegel
Pengiriman cepat dan aman
Dapat unit garansi TAM walau berharap dapat garansi GDN tapi gapapa tetap berfungsi dengan baik",5,barang sesuai dan ori masih tersegel pengiriman cepat dan aman dapat unit garansi tam walau berharap dapat garansi gdn tapi gapapa tetap berfungsi dengan baik,0,0,1,1,1,1,0,0,1,1,1,1,158,25
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,barang bagus,5,barang bagus,1,0,0,0,1,0,1,0,0,0,1,0,12,2
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,"barang sampe tujuan dengan rapi, packaging aman, barang ori ada garansi 1 thn, admin fast respon dan ramah",5,barang sampe tujuan dengan rapi packaging aman barang ori ada garansi thn admin cepat responsif dan ramah,0,0,1,1,1,1,0,0,1,1,1,1,105,17
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,barang masih disegel,5,barang masih disegel,0,0,0,0,0,0,0,0,0,0,0,0,20,3
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Terima kasih barang sesuai dengan pesanan semoga awet, dan respon toko baik dan barang cepat sampe.",5,terima kasih barang sesuai dengan pesanan semoga awet dan responsif toko baik dan barang cepat sampe,0,0,1,1,1,0,0,0,1,1,1,0,100,16
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"kualitas terbaik, garansi utuh masih segel. the best ismile",5,kualitas terbaik garansi utuh masih segel the best ismile,1,0,0,1,0,0,1,0,0,1,0,0,57,9
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Req PA/A karena urgensi malah dikasih SA/A hmm,4,req pa a karena urgensi malah dikasih sa a hmm,0,0,0,0,0,0,0,0,0,0,0,0,46,10
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,"Alhamdulillah akhirnya sampai dibanjarmasin, tapi sayangny gak dapat Case sama Antigores ditoko Ni, Overall Oke Jaaa",5,alhamdulillah akhirnya sampai dibanjarmasin tapi sayangny tidak dapat case sama antigores ditoko ni overall bagus jaaa,1,0,0,1,1,0,1,0,0,-1,1,0,118,16
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,"packing aman, box masih segel, pengiriman sat set.....pelanggan puas",5,packing aman box masih segel pengiriman sat set pelanggan puas,0,0,0,0,0,1,0,0,0,0,0,1,62,10
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,pengiriman cepat as promised. recommended seller,5,pengiriman cepat as promised rekomendasi seller,0,0,1,0,1,0,0,0,1,0,1,0,47,6
ismile-indonesia,Apple iPhone 16 Plus Garansi Resmi - 128GB 256GB 512GB,mantapp asli original iBox digimap,5,mantapp asli original ibox digimap,1,0,0,0,0,0,1,0,0,0,0,0,34,5
ismile-indonesia,Apple iPhone 16 Pro Max Garansi Resmi - 256GB 512GB 1TB,semoga awet,5,semoga awet,0,0,0,0,0,0,0,0,0,0,0,0,11,2
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,mantap sekali real njir dapat PAA,5,bagus sekali real njir dapat paa,1,0,0,0,1,0,1,0,0,0,1,0,32,6
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Biarkan Bintang yang berbicara,5,biarkan bintang yang berbicara,0,0,0,0,0,0,0,0,0,0,0,0,30,4
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"barang di Terima dengan segel utuh, pengiriman cpt dan tepat waktu.... kurir juga sangat sopan... setelah di buka emang gak ada kepala ces nya.... Terima kasih",5,barang di terima dengan segel utuh pengiriman cepat dan tepat waktu kurir juga sangat sopan setelah di buka emang tidak ada kepala ces nya terima kasih,0,0,1,1,1,0,0,0,1,0,1,0,151,26
ismile-indonesia,Vention Kabel Charger USB 2.0 Type C to Lightning Fast Charging 27W PD 3A 1M 2M LALBF Resmi,"bismillah. 
produk bagus sekali. terlihat dari tekstur kabel kokoh, lentur, ada tutup di kedua ujung kabel dan terpenting berkualitas. 
terima kasih iSmile dan tim eksped...",5,bismillah produk bagus sekali terlihat dari tekstur kabel kokoh lentur ada tutup di kedua ujung kabel dan terpenting berkualitas terima kasih ismile dan tim eksped,1,0,0,0,1,0,1,0,0,0,1,0,163,25
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,Barang sampai sesuai pesanan. Kalau bisa untuk kedepan pengirimannya d deskripsi barang jangan d cantumkan untuk keamanan 😊,5,barang sampai sesuai pesanan kalau bisa untuk kedepan pengirimannya d deskripsi barang jangan d cantumkan untuk keamanan,0,0,0,0,0,1,0,0,0,0,0,1,120,17
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,"Good, barang keren. Ibox, warna sesuai pesanan. Thanks toped aku bakal repeat order kalo harganya makin murah",5,good barang keren ibox warna sesuai pesanan thanks toped aku bakal repeat order kalo harganya makin murah,0,1,0,0,0,0,0,1,0,0,0,0,105,17
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Untuk sejauh ini baguss dan ori dapat kode PA,5,untuk sejauh ini baguss dan ori dapat kode pa,1,0,0,0,1,0,1,0,0,0,1,0,45,9
ismile-indonesia,Apple iPhone 16 Pro Max Garansi Resmi - 256GB 512GB 1TB,"waktu terima barang masih tersegel, pengiriman aman dan cepat, seller responsif, recommended",5,waktu terima barang masih tersegel pengiriman aman dan cepat seller responsif rekomendasi,0,0,1,1,1,1,0,0,1,1,1,1,89,12
ismile-indonesia,Apple iPad Pro M4 11 Inci 256GB 512GB,"Original, Barang Tersegel, pengiriman cepat",5,original barang tersegel pengiriman cepat,1,0,1,0,1,0,1,0,1,0,1,0,41,5
ismile-indonesia,Pgytech MagGlow Phone Fill Light For SmartPhone,Good Seller! Super fast delivery! And awesome product!!!,5,good seller super cepat delivery and awesome product,0,0,1,0,1,0,0,0,1,0,1,0,52,8
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,good,4,good,0,0,0,0,0,0,0,0,0,0,0,0,4,1
